CD_GEOCMU;NM_MUNICIP;BIOMA
2209658;SÃO FRANCISCO DE ASSIS DO PIAUÍ;Caatinga
5219902;SÃO FRANCISCO DE GOIÁS;Cerrado
3304755;SÃO FRANCISCO DE ITABAPOANA;Mata Atlântica
4318200;SÃO FRANCISCO DE PAULA;Mata Atlântica
3161205;SÃO FRANCISCO DE PAULA;Cerrado
3161205;SÃO FRANCISCO DE PAULA;Mata Atlântica
3161304;SÃO FRANCISCO DE SALES;Cerrado
3161304;SÃO FRANCISCO DE SALES;Mata Atlântica
2110856;SÃO FRANCISCO DO BREJÃO;Amazônia
2110856;SÃO FRANCISCO DO BREJÃO;Cerrado
2929206;SÃO FRANCISCO DO CONDE;Mata Atlântica
3161403;SÃO FRANCISCO DO GLÓRIA;Mata Atlântica
1101492;SÃO FRANCISCO DO GUAPORÉ;Amazônia
2110906;SÃO FRANCISCO DO MARANHÃO;Cerrado
2411908;SÃO FRANCISCO DO OESTE;Caatinga
1507409;SÃO FRANCISCO DO PARÁ;Amazônia
2209708;SÃO FRANCISCO DO PIAUÍ;Caatinga
2209708;SÃO FRANCISCO DO PIAUÍ;Cerrado
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4216206;SÃO FRANCISCO DO SUL;Mata Atlântica
4318309;SÃO GABRIEL;Pampa
2929255;SÃO GABRIEL;Caatinga
1303809;SÃO GABRIEL DA CACHOEIRA;Amazônia
3204708;SÃO GABRIEL DA PALHA;Mata Atlântica
5007695;SÃO GABRIEL DO OESTE;Cerrado
3161502;SÃO GERALDO;Mata Atlântica
3161601;SÃO GERALDO DA PIEDADE;Mata Atlântica
1507458;SÃO GERALDO DO ARAGUAIA;Amazônia
3161650;SÃO GERALDO DO BAIXIO;Mata Atlântica
3304904;SÃO GONÇALO;Mata Atlântica
3304904;SÃO GONÇALO;Mata Atlântica
3304904;SÃO GONÇALO;Mata Atlântica
3161700;SÃO GONÇALO DO ABAETÉ;Cerrado
2412005;SÃO GONÇALO DO AMARANTE;Caatinga
2412005;SÃO GONÇALO DO AMARANTE;Mata Atlântica
2312403;SÃO GONÇALO DO AMARANTE;Caatinga
2209757;SÃO GONÇALO DO GURGUÉIA;Cerrado
3161809;SÃO GONÇALO DO PARÁ;Cerrado
2209807;SÃO GONÇALO DO PIAUÍ;Cerrado
3161908;SÃO GONÇALO DO RIO ABAIXO;Cerrado
3161908;SÃO GONÇALO DO RIO ABAIXO;Mata Atlântica
3125507;SÃO GONÇALO DO RIO PRETO;Cerrado
3162005;SÃO GONÇALO DO SAPUCAÍ;Mata Atlântica
2929305;SÃO GONÇALO DOS CAMPOS;Caatinga
2929305;SÃO GONÇALO DOS CAMPOS;Mata Atlântica
3162104;SÃO GOTARDO;Cerrado
4318408;SÃO JERÔNIMO;Pampa
4124707;SÃO JERÔNIMO DA SERRA;Mata Atlântica
2613206;SÃO JOÃO;Caatinga
2613206;SÃO JOÃO;Mata Atlântica
4124806;SÃO JOÃO;Mata Atlântica
4216305;SÃO JOÃO BATISTA;Mata Atlântica
2111003;SÃO JOÃO BATISTA;Amazônia
3162203;SÃO JOÃO BATISTA DO GLÓRIA;Cerrado
5220009;SÃO JOÃO D'ALIANÇA;Cerrado
1400506;SÃO JOÃO DA BALIZA;Amazônia
3305000;SÃO JOÃO DA BARRA;Mata Atlântica
3549102;SÃO JOÃO DA BOA VISTA;Mata Atlântica
2209856;SÃO JOÃO DA CANABRAVA;Caatinga
2209872;SÃO JOÃO DA FRONTEIRA;Caatinga
3162252;SÃO JOÃO DA LAGOA;Cerrado
3162302;SÃO JOÃO DA MATA;Mata Atlântica
5220058;SÃO JOÃO DA PARAÚNA;Cerrado
1507466;SÃO JOÃO DA PONTA;Amazônia
3162401;SÃO JOÃO DA PONTE;Caatinga
3162401;SÃO JOÃO DA PONTE;Cerrado
2209906;SÃO JOÃO DA SERRA;Cerrado
4318424;SÃO JOÃO DA URTIGA;Mata Atlântica
2209955;SÃO JOÃO DA VARJOTA;Caatinga
3549201;SÃO JOÃO DAS DUAS PONTES;Mata Atlântica
3162450;SÃO JOÃO DAS MISSÕES;Caatinga
3162450;SÃO JOÃO DAS MISSÕES;Cerrado
3549250;SÃO JOÃO DE IRACEMA;Mata Atlântica
3305109;SÃO JOÃO DE MERITI;Mata Atlântica
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
1507474;SÃO JOÃO DE PIRABAS;Amazônia
3162500;SÃO JOÃO DEL REI;Mata Atlântica
1507508;SÃO JOÃO DO ARAGUAIA;Amazônia
2209971;SÃO JOÃO DO ARRAIAL;Cerrado
4124905;SÃO JOÃO DO CAIUÁ;Mata Atlântica
2514008;SÃO JOÃO DO CARIRI;Caatinga
2111029;SÃO JOÃO DO CARÚ;Amazônia
4216354;SÃO JOÃO DO ITAPERIÚ;Mata Atlântica
4125001;SÃO JOÃO DO IVAÍ;Mata Atlântica
2312502;SÃO JOÃO DO JAGUARIBE;Caatinga
3162559;SÃO JOÃO DO MANHUAÇU;Mata Atlântica
3162575;SÃO JOÃO DO MANTENINHA;Mata Atlântica
4216255;SÃO JOÃO DO OESTE;Mata Atlântica
3162609;SÃO JOÃO DO ORIENTE;Mata Atlântica
3162658;SÃO JOÃO DO PACUÍ;Cerrado
2111052;SÃO JOÃO DO PARAÍSO;Cerrado
3162708;SÃO JOÃO DO PARAÍSO;Caatinga
3162708;SÃO JOÃO DO PARAÍSO;Cerrado
3162708;SÃO JOÃO DO PARAÍSO;Mata Atlântica
3549300;SÃO JOÃO DO PAU D'ALHO;Mata Atlântica
2210003;SÃO JOÃO DO PIAUÍ;Caatinga
4318432;SÃO JOÃO DO POLÊSINE;Mata Atlântica
2500700;SÃO JOÃO DO RIO DO PEIXE;Caatinga
2412104;SÃO JOÃO DO SABUGI;Caatinga
2111078;SÃO JOÃO DO SOTER;Cerrado
4216404;SÃO JOÃO DO SUL;Mata Atlântica
2514107;SÃO JOÃO DO TIGRE;Caatinga
4125100;SÃO JOÃO DO TRIUNFO;Mata Atlântica
2111102;SÃO JOÃO DOS PATOS;Cerrado
3162807;SÃO JOÃO EVANGELISTA;Mata Atlântica
3162906;SÃO JOÃO NEPOMUCENO;Mata Atlântica
4216503;SÃO JOAQUIM;Mata Atlântica
3549409;SÃO JOAQUIM DA BARRA;Cerrado
3549409;SÃO JOAQUIM DA BARRA;Mata Atlântica
3162922;SÃO JOAQUIM DE BICAS;Cerrado
3162922;SÃO JOAQUIM DE BICAS;Mata Atlântica
2613305;SÃO JOAQUIM DO MONTE;Caatinga
2613305;SÃO JOAQUIM DO MONTE;Mata Atlântica
4318440;SÃO JORGE;Mata Atlântica
4125209;SÃO JORGE D'OESTE;Mata Atlântica
4125308;SÃO JORGE DO IVAÍ;Mata Atlântica
4125357;SÃO JORGE DO PATROCÍNIO;Mata Atlântica
4216602;SÃO JOSÉ;Mata Atlântica
3162948;SÃO JOSÉ DA BARRA;Cerrado
3549508;SÃO JOSÉ DA BELA VISTA;Cerrado
3549508;SÃO JOSÉ DA BELA VISTA;Mata Atlântica
4125407;SÃO JOSÉ DA BOA VISTA;Cerrado
4125407;SÃO JOSÉ DA BOA VISTA;Mata Atlântica
2613404;SÃO JOSÉ DA COROA GRANDE;Mata Atlântica
2514206;SÃO JOSÉ DA LAGOA TAPADA;Caatinga
2708303;SÃO JOSÉ DA LAJE;Mata Atlântica
3162955;SÃO JOSÉ DA LAPA;Cerrado
3163003;SÃO JOSÉ DA SAFIRA;Mata Atlântica
2708402;SÃO JOSÉ DA TAPERA;Caatinga
3163102;SÃO JOSÉ DA VARGINHA;Cerrado
3163102;SÃO JOSÉ DA VARGINHA;Mata Atlântica
2929354;SÃO JOSÉ DA VITÓRIA;Mata Atlântica
4318457;SÃO JOSÉ DAS MISSÕES;Mata Atlântica
4125456;SÃO JOSÉ DAS PALMEIRAS;Mata Atlântica
2514305;SÃO JOSÉ DE CAIANA;Caatinga
2514404;SÃO JOSÉ DE ESPINHARAS;Caatinga
2412203;SÃO JOSÉ DE MIPIBU;Caatinga
2412203;SÃO JOSÉ DE MIPIBU;Mata Atlântica
2514503;SÃO JOSÉ DE PIRANHAS;Caatinga
2514552;SÃO JOSÉ DE PRINCESA;Caatinga
2111201;SÃO JOSÉ DE RIBAMAR;Amazônia
3305133;SÃO JOSÉ DE UBÁ;Mata Atlântica
3163201;SÃO JOSÉ DO ALEGRE;Mata Atlântica
3549607;SÃO JOSÉ DO BARREIRO;Mata Atlântica
2613503;SÃO JOSÉ DO BELMONTE;Caatinga
2514602;SÃO JOSÉ DO BONFIM;Caatinga
2514651;SÃO JOSÉ DO BREJO DO CRUZ;Caatinga
3204807;SÃO JOSÉ DO CALÇADO;Mata Atlântica
2412302;SÃO JOSÉ DO CAMPESTRE;Caatinga
4216701;SÃO JOSÉ DO CEDRO;Mata Atlântica
4216800;SÃO JOSÉ DO CERRITO;Mata Atlântica
2210052;SÃO JOSÉ DO DIVINO;Cerrado
3163300;SÃO JOSÉ DO DIVINO;Mata Atlântica
2613602;SÃO JOSÉ DO EGITO;Caatinga
3163409;SÃO JOSÉ DO GOIABAL;Mata Atlântica
4318465;SÃO JOSÉ DO HERVAL;Mata Atlântica
4318481;SÃO JOSÉ DO HORTÊNCIO;Mata Atlântica
4318499;SÃO JOSÉ DO INHACORÁ;Mata Atlântica
4318499;SÃO JOSÉ DO INHACORÁ;Pampa
2929370;SÃO JOSÉ DO JACUÍPE;Caatinga
3163508;SÃO JOSÉ DO JACURI;Mata Atlântica
3163607;SÃO JOSÉ DO MANTIMENTO;Mata Atlântica
4318507;SÃO JOSÉ DO NORTE;Pampa
4318606;SÃO JOSÉ DO OURO;Mata Atlântica
2210102;SÃO JOSÉ DO PEIXE;Caatinga
2210102;SÃO JOSÉ DO PEIXE;Cerrado
2210201;SÃO JOSÉ DO PIAUÍ;Caatinga
5107297;SÃO JOSÉ DO POVO;Cerrado
5107305;SÃO JOSÉ DO RIO CLARO;Amazônia
5107305;SÃO JOSÉ DO RIO CLARO;Cerrado
3549706;SÃO JOSÉ DO RIO PARDO;Mata Atlântica
3549805;SÃO JOSÉ DO RIO PRETO;Mata Atlântica
2514701;SÃO JOSÉ DO SABUGI;Caatinga
2412401;SÃO JOSÉ DO SERIDÓ;Caatinga
4318614;SÃO JOSÉ DO SUL;Mata Atlântica
3305158;SÃO JOSÉ DO VALE DO RIO PRETO;Mata Atlântica
5107354;SÃO JOSÉ DO XINGU;Amazônia
4318622;SÃO JOSÉ DOS AUSENTES;Mata Atlântica
2111250;SÃO JOSÉ DOS BASÍLIOS;Cerrado
3549904;SÃO JOSÉ DOS CAMPOS;Mata Atlântica
2514800;SÃO JOSÉ DOS CORDEIROS;Caatinga
4125506;SÃO JOSÉ DOS PINHAIS;Mata Atlântica
5107107;SÃO JOSÉ DOS QUATRO MARCOS;Amazônia
2514453;SÃO JOSÉ DOS RAMOS;Caatinga
2210300;SÃO JULIÃO;Caatinga
4318705;SÃO LEOPOLDO;Mata Atlântica
3163706;SÃO LOURENÇO;Mata Atlântica
2613701;SÃO LOURENÇO DA MATA;Mata Atlântica
3549953;SÃO LOURENÇO DA SERRA;Mata Atlântica
4216909;SÃO LOURENÇO DO OESTE;Mata Atlântica
2210359;SÃO LOURENÇO DO PIAUÍ;Caatinga
4318804;SÃO LOURENÇO DO SUL;Pampa
4217006;SÃO LUDGERO;Mata Atlântica
2111300;SÃO LUÍS;Amazônia
5220108;SÃO LUÍS DE MONTES BELOS;Cerrado
2312601;SÃO LUÍS DO CURU;Caatinga
2210375;SÃO LUIS DO PIAUÍ;Caatinga
2708501;SÃO LUÍS DO QUITUNDE;Mata Atlântica
2111409;SÃO LUÍS GONZAGA DO MARANHÃO;Amazônia
2111409;SÃO LUÍS GONZAGA DO MARANHÃO;Cerrado
1400605;SÃO LUIZ;Amazônia
5220157;SÃO LUIZ DO NORTE;Cerrado
3550001;SÃO LUIZ DO PARAITINGA;Mata Atlântica
4318903;SÃO LUIZ GONZAGA;Mata Atlântica
4318903;SÃO LUIZ GONZAGA;Pampa
2514909;SÃO MAMEDE;Caatinga
4125555;SÃO MANOEL DO PARANÁ;Mata Atlântica
3550100;SÃO MANUEL;Cerrado
3550100;SÃO MANUEL;Mata Atlântica
4319000;SÃO MARCOS;Mata Atlântica
4319109;SÃO MARTINHO;Mata Atlântica
4217105;SÃO MARTINHO;Mata Atlântica
4319125;SÃO MARTINHO DA SERRA;Mata Atlântica
4319125;SÃO MARTINHO DA SERRA;Pampa
3204906;SÃO MATEUS;Mata Atlântica
2111508;SÃO MATEUS DO MARANHÃO;Amazônia
2111508;SÃO MATEUS DO MARANHÃO;Cerrado
4125605;SÃO MATEUS DO SUL;Mata Atlântica
2412500;SÃO MIGUEL;Caatinga
3550209;SÃO MIGUEL ARCANJO;Mata Atlântica
2210383;SÃO MIGUEL DA BAIXA GRANDE;Cerrado
4217154;SÃO MIGUEL DA BOA VISTA;Mata Atlântica
2929404;SÃO MIGUEL DAS MATAS;Mata Atlântica
4319158;SÃO MIGUEL DAS MISSÕES;Mata Atlântica
4319158;SÃO MIGUEL DAS MISSÕES;Pampa
2515005;SÃO MIGUEL DE TAIPU;Caatinga
2515005;SÃO MIGUEL DE TAIPU;Mata Atlântica
2807006;SÃO MIGUEL DO ALEIXO;Caatinga
2807006;SÃO MIGUEL DO ALEIXO;Mata Atlântica
3163805;SÃO MIGUEL DO ANTA;Mata Atlântica
5220207;SÃO MIGUEL DO ARAGUAIA;Cerrado
2210391;SÃO MIGUEL DO FIDALGO;Caatinga
2412559;SÃO MIGUEL DO GOSTOSO;Caatinga
1507607;SÃO MIGUEL DO GUAMÁ;Amazônia
1100320;SÃO MIGUEL DO GUAPORÉ;Amazônia
4125704;SÃO MIGUEL DO IGUAÇU;Mata Atlântica
4217204;SÃO MIGUEL DO OESTE;Mata Atlântica
5220264;SÃO MIGUEL DO PASSA QUATRO;Cerrado
2210409;SÃO MIGUEL DO TAPUIO;Caatinga
2210409;SÃO MIGUEL DO TAPUIO;Cerrado
1720200;SÃO MIGUEL DO TOCANTINS;Cerrado
2708600;SÃO MIGUEL DOS CAMPOS;Mata Atlântica
2708709;SÃO MIGUEL DOS MILAGRES;Mata Atlântica
4319208;SÃO NICOLAU;Mata Atlântica
4319208;SÃO NICOLAU;Pampa
5220280;SÃO PATRÍCIO;Cerrado
3550308;SÃO PAULO;Mata Atlântica
4319307;SÃO PAULO DAS MISSÕES;Mata Atlântica
1303908;SÃO PAULO DE OLIVENÇA;Amazônia
2412609;SÃO PAULO DO POTENGI;Caatinga
2412708;SÃO PEDRO;Caatinga
3550407;SÃO PEDRO;Cerrado
3550407;SÃO PEDRO;Mata Atlântica
2111532;SÃO PEDRO DA ÁGUA BRANCA;Amazônia
3305208;SÃO PEDRO DA ALDEIA;Mata Atlântica
5107404;SÃO PEDRO DA CIPA;Cerrado
4319356;SÃO PEDRO DA SERRA;Mata Atlântica
3163904;SÃO PEDRO DA UNIÃO;Mata Atlântica
4319364;SÃO PEDRO DAS MISSÕES;Mata Atlântica
4319364;SÃO PEDRO DAS MISSÕES;Pampa
4217253;SÃO PEDRO DE ALCÂNTARA;Mata Atlântica
4319372;SÃO PEDRO DO BUTIÁ;Mata Atlântica
4125753;SÃO PEDRO DO IGUAÇU;Mata Atlântica
4125803;SÃO PEDRO DO IVAÍ;Mata Atlântica
4125902;SÃO PEDRO DO PARANÁ;Mata Atlântica
2210508;SÃO PEDRO DO PIAUÍ;Cerrado
3164100;SÃO PEDRO DO SUAÇUÍ;Mata Atlântica
4319406;SÃO PEDRO DO SUL;Mata Atlântica
4319406;SÃO PEDRO DO SUL;Pampa
3550506;SÃO PEDRO DO TURVO;Cerrado
3550506;SÃO PEDRO DO TURVO;Mata Atlântica
2111573;SÃO PEDRO DOS CRENTES;Cerrado
3164001;SÃO PEDRO DOS FERROS;Mata Atlântica
2412807;SÃO RAFAEL;Caatinga
2111607;SÃO RAIMUNDO DAS MANGABEIRAS;Cerrado
2111631;SÃO RAIMUNDO DO DOCA BEZERRA;Cerrado
2210607;SÃO RAIMUNDO NONATO;Caatinga
2111672;SÃO ROBERTO;Cerrado
3164209;SÃO ROMÃO;Cerrado
3550605;SÃO ROQUE;Mata Atlântica
3164308;SÃO ROQUE DE MINAS;Cerrado
3204955;SÃO ROQUE DO CANAÃ;Mata Atlântica
1720259;SÃO SALVADOR DO TOCANTINS;Cerrado
3550704;SÃO SEBASTIÃO;Mata Atlântica
3550704;SÃO SEBASTIÃO;Mata Atlântica
3550704;SÃO SEBASTIÃO;Mata Atlântica
3550704;SÃO SEBASTIÃO;Mata Atlântica
3550704;SÃO SEBASTIÃO;Mata Atlântica
3550704;SÃO SEBASTIÃO;Mata Atlântica
2708808;SÃO SEBASTIÃO;Caatinga
2708808;SÃO SEBASTIÃO;Mata Atlântica
4126009;SÃO SEBASTIÃO DA AMOREIRA;Mata Atlântica
3164407;SÃO SEBASTIÃO DA BELA VISTA;Mata Atlântica
1507706;SÃO SEBASTIÃO DA BOA VISTA;Amazônia
3550803;SÃO SEBASTIÃO DA GRAMA;Mata Atlântica
3164431;SÃO SEBASTIÃO DA VARGEM ALEGRE;Mata Atlântica
2515104;SÃO SEBASTIÃO DE LAGOA DE ROÇA;Caatinga
3305307;SÃO SEBASTIÃO DO ALTO;Mata Atlântica
3164472;SÃO SEBASTIÃO DO ANTA;Mata Atlântica
4319505;SÃO SEBASTIÃO DO CAÍ;Mata Atlântica
3164506;SÃO SEBASTIÃO DO MARANHÃO;Mata Atlântica
3164605;SÃO SEBASTIÃO DO OESTE;Cerrado
3164605;SÃO SEBASTIÃO DO OESTE;Mata Atlântica
3164704;SÃO SEBASTIÃO DO PARAÍSO;Cerrado
3164704;SÃO SEBASTIÃO DO PARAÍSO;Mata Atlântica
2929503;SÃO SEBASTIÃO DO PASSÉ;Mata Atlântica
3164803;SÃO SEBASTIÃO DO RIO PRETO;Cerrado
3164803;SÃO SEBASTIÃO DO RIO PRETO;Mata Atlântica
3164902;SÃO SEBASTIÃO DO RIO VERDE;Mata Atlântica
1720309;SÃO SEBASTIÃO DO TOCANTINS;Amazônia
1303957;SÃO SEBASTIÃO DO UATUMÃ;Amazônia
2515203;SÃO SEBASTIÃO DO UMBUZEIRO;Caatinga
4319604;SÃO SEPÉ;Pampa
3550902;SÃO SIMÃO;Cerrado
3550902;SÃO SIMÃO;Mata Atlântica
5220405;SÃO SIMÃO;Cerrado
5220405;SÃO SIMÃO;Mata Atlântica
3165206;SÃO THOMÉ DAS LETRAS;Mata Atlântica
3165008;SÃO TIAGO;Mata Atlântica
3165107;SÃO TOMÁS DE AQUINO;Cerrado
3165107;SÃO TOMÁS DE AQUINO;Mata Atlântica
4126108;SÃO TOMÉ;Mata Atlântica
2412906;SÃO TOMÉ;Caatinga
4319703;SÃO VALENTIM;Mata Atlântica
4319703;SÃO VALENTIM;Pampa
4319711;SÃO VALENTIM DO SUL;Mata Atlântica
1720499;SÃO VALÉRIO;Cerrado
4319737;SÃO VALÉRIO DO SUL;Mata Atlântica
4319737;SÃO VALÉRIO DO SUL;Pampa
4319752;SÃO VENDELINO;Mata Atlântica
2413003;SÃO VICENTE;Caatinga
3551009;SÃO VICENTE;Mata Atlântica
3165305;SÃO VICENTE DE MINAS;Mata Atlântica
2515401;SÃO VICENTE DO SERIDÓ;Caatinga
4319802;SÃO VICENTE DO SUL;Mata Atlântica
4319802;SÃO VICENTE DO SUL;Pampa
2111706;SÃO VICENTE FERRER;Amazônia
2613800;SÃO VICENTE FÉRRER;Mata Atlântica
2929602;SAPEAÇU;Mata Atlântica
5107875;SAPEZAL;Amazônia
5107875;SAPEZAL;Cerrado
2515302;SAPÉ;Caatinga
2515302;SAPÉ;Mata Atlântica
4319901;SAPIRANGA;Mata Atlântica
4126207;SAPOPEMA;Mata Atlântica
3165404;SAPUCAÍ-MIRIM;Mata Atlântica
3305406;SAPUCAIA;Mata Atlântica
1507755;SAPUCAIA;Amazônia
4320008;SAPUCAIA DO SUL;Mata Atlântica
4320008;SAPUCAIA DO SUL;Pampa
3305505;SAQUAREMA;Mata Atlântica
4126256;SARANDI;Mata Atlântica
4320107;SARANDI;Mata Atlântica
4320107;SARANDI;Pampa
3551108;SARAPUÍ;Cerrado
3551108;SARAPUÍ;Mata Atlântica
3165503;SARDOÁ;Mata Atlântica
3551207;SARUTAIÁ;Mata Atlântica
3165537;SARZEDO;Mata Atlântica
2929701;SÁTIRO DIAS;Caatinga
2929701;SÁTIRO DIAS;Mata Atlântica
2708907;SATUBA;Mata Atlântica
2111722;SATUBINHA;Amazônia
2929750;SAUBARA;Mata Atlântica
4126272;SAUDADE DO IGUAÇU;Mata Atlântica
4217303;SAUDADES;Mata Atlântica
2929800;SAÚDE;Caatinga
4217402;SCHROEDER;Mata Atlântica
2929909;SEABRA;Caatinga
4217501;SEARA;Mata Atlântica
3551306;SEBASTIANÓPOLIS DO SUL;Mata Atlântica
2210623;SEBASTIÃO BARROS;Caatinga
2210623;SEBASTIÃO BARROS;Cerrado
2930006;SEBASTIÃO LARANJEIRAS;Caatinga
2210631;SEBASTIÃO LEAL;Cerrado
4320206;SEBERI;Mata Atlântica
4320206;SEBERI;Pampa
4320230;SEDE NOVA;Mata Atlântica
4320263;SEGREDO;Mata Atlântica
4320305;SELBACH;Mata Atlântica
5007802;SELVÍRIA;Cerrado
5007802;SELVÍRIA;Mata Atlântica
3165560;SEM-PEIXE;Mata Atlântica
1200500;SENA MADUREIRA;Amazônia
2111748;SENADOR ALEXANDRE COSTA;Cerrado
3165578;SENADOR AMARAL;Mata Atlântica
5220454;SENADOR CANEDO;Cerrado
3165602;SENADOR CORTES;Mata Atlântica
2413102;SENADOR ELÓI DE SOUZA;Caatinga
3165701;SENADOR FIRMINO;Mata Atlântica
2413201;SENADOR GEORGINO AVELINO;Mata Atlântica
1200450;SENADOR GUIOMARD;Amazônia
3165800;SENADOR JOSÉ BENTO;Mata Atlântica
1507805;SENADOR JOSÉ PORFÍRIO;Amazônia
2111763;SENADOR LA ROCQUE;Amazônia
2111763;SENADOR LA ROCQUE;Cerrado
3165909;SENADOR MODESTINO GONÇALVES;Cerrado
3165909;SENADOR MODESTINO GONÇALVES;Mata Atlântica
2312700;SENADOR POMPEU;Caatinga
2708956;SENADOR RUI PALMEIRA;Caatinga
4320321;SENADOR SALGADO FILHO;Mata Atlântica
4320321;SENADOR SALGADO FILHO;Pampa
2312809;SENADOR SÁ;Caatinga
4126306;SENGÉS;Cerrado
4126306;SENGÉS;Mata Atlântica
2930105;SENHOR DO BONFIM;Caatinga
3166006;SENHORA DE OLIVEIRA;Mata Atlântica
3166105;SENHORA DO PORTO;Mata Atlântica
3166204;SENHORA DOS REMÉDIOS;Mata Atlântica
4320354;SENTINELA DO SUL;Pampa
2930204;SENTO SÉ;Caatinga
4320404;SERAFINA CORRÊA;Mata Atlântica
3166303;SERICITA;Mata Atlântica
1101500;SERINGUEIRAS;Amazônia
4320453;SÉRIO;Mata Atlântica
3166402;SERITINGA;Mata Atlântica
3305554;SEROPÉDICA;Mata Atlântica
3205002;SERRA;Mata Atlântica
4217550;SERRA ALTA;Mata Atlântica
3551405;SERRA AZUL;Cerrado
3551405;SERRA AZUL;Mata Atlântica
3166501;SERRA AZUL DE MINAS;Cerrado
3166501;SERRA AZUL DE MINAS;Mata Atlântica
2515500;SERRA BRANCA;Caatinga
2410306;SERRA CAIADA;Caatinga
2515609;SERRA DA RAIZ;Caatinga
3166600;SERRA DA SAUDADE;Cerrado
2413300;SERRA DE SÃO BENTO;Caatinga
2413359;SERRA DO MEL;Caatinga
1600055;SERRA DO NAVIO;Amazônia
2930154;SERRA DO RAMALHO;Caatinga
3166808;SERRA DO SALITRE;Cerrado
3166709;SERRA DOS AIMORÉS;Mata Atlântica
2930303;SERRA DOURADA;Caatinga
2930303;SERRA DOURADA;Cerrado
2515708;SERRA GRANDE;Caatinga
3551603;SERRA NEGRA;Mata Atlântica
2413409;SERRA NEGRA DO NORTE;Caatinga
5107883;SERRA NOVA DOURADA;Amazônia
5107883;SERRA NOVA DOURADA;Cerrado
2930402;SERRA PRETA;Caatinga
2930402;SERRA PRETA;Mata Atlântica
2515807;SERRA REDONDA;Caatinga
2613909;SERRA TALHADA;Caatinga
3551504;SERRANA;Cerrado
3551504;SERRANA;Mata Atlântica
3166907;SERRANIA;Mata Atlântica
2111789;SERRANO DO MARANHÃO;Amazônia
5220504;SERRANÓPOLIS;Cerrado
3166956;SERRANÓPOLIS DE MINAS;Caatinga
3166956;SERRANÓPOLIS DE MINAS;Cerrado
4126355;SERRANÓPOLIS DO IGUAÇU;Mata Atlântica
3167004;SERRANOS;Mata Atlântica
2515906;SERRARIA;Caatinga
2930501;SERRINHA;Caatinga
2413508;SERRINHA;Caatinga
2413557;SERRINHA DOS PINTOS;Caatinga
2614006;SERRITA;Caatinga
3167103;SERRO;Cerrado
3167103;SERRO;Mata Atlântica
2930600;SERROLÂNDIA;Caatinga
4126405;SERTANEJA;Mata Atlântica
2614105;SERTÂNIA;Caatinga
4126504;SERTANÓPOLIS;Mata Atlântica
4320503;SERTÃO;Mata Atlântica
4320503;SERTÃO;Pampa
4320552;SERTÃO SANTANA;Pampa
2515930;SERTÃOZINHO;Caatinga
3551702;SERTÃOZINHO;Mata Atlântica
3551801;SETE BARRAS;Mata Atlântica
4320578;SETE DE SETEMBRO;Mata Atlântica
4320578;SETE DE SETEMBRO;Pampa
3167202;SETE LAGOAS;Cerrado
5007703;SETE QUEDAS;Cerrado
5007703;SETE QUEDAS;Mata Atlântica
3165552;SETUBINHA;Cerrado
3165552;SETUBINHA;Mata Atlântica
4320602;SEVERIANO DE ALMEIDA;Mata Atlântica
2413607;SEVERIANO MELO;Caatinga
3551900;SEVERÍNIA;Mata Atlântica
4217600;SIDERÓPOLIS;Mata Atlântica
5007901;SIDROLÂNDIA;Cerrado
2210656;SIGEFREDO PACHECO;Cerrado
3305604;SILVA JARDIM;Mata Atlântica
5220603;SILVÂNIA;Cerrado
1720655;SILVANÓPOLIS;Cerrado
4320651;SILVEIRA MARTINS;Mata Atlântica
3167301;SILVEIRÂNIA;Mata Atlântica
3552007;SILVEIRAS;Mata Atlântica
1304005;SILVES;Amazônia
3167400;SILVIANÓPOLIS;Mata Atlântica
2807105;SIMÃO DIAS;Caatinga
3167509;SIMÃO PEREIRA;Mata Atlântica
2210706;SIMÕES;Caatinga
2930709;SIMÕES FILHO;Mata Atlântica
5220686;SIMOLÂNDIA;Cerrado
3167608;SIMONÉSIA;Mata Atlântica
2210805;SIMPLÍCIO MENDES;Caatinga
4320677;SINIMBU;Mata Atlântica
5107909;SINOP;Amazônia
4126603;SIQUEIRA CAMPOS;Mata Atlântica
2614204;SIRINHAÉM;Mata Atlântica
2614204;SIRINHAÉM;Mata Atlântica
2807204;SIRIRI;Mata Atlântica
5220702;SÍTIO D'ABADIA;Cerrado
2930758;SÍTIO DO MATO;Caatinga
