CD_GEOCMU;NM_MUNICIP;BIOMA
3138104;LASSANCE;Cerrado
2508406;LASTRO;Caatinga
4209508;LAURENTINO;Mata Atlântica
2919207;LAURO DE FREITAS;Mata Atlântica
4209607;LAURO MÜLLER;Mata Atlântica
1712157;LAVANDEIRA;Cerrado
3526506;LAVÍNIA;Mata Atlântica
3138203;LAVRAS;Mata Atlântica
2307502;LAVRAS DA MANGABEIRA;Caatinga
4311502;LAVRAS DO SUL;Pampa
3526605;LAVRINHAS;Mata Atlântica
3138302;LEANDRO FERREIRA;Cerrado
3138302;LEANDRO FERREIRA;Mata Atlântica
4209706;LEBON RÉGIS;Mata Atlântica
3526704;LEME;Cerrado
3526704;LEME;Mata Atlântica
3138351;LEME DO PRADO;Cerrado
2919306;LENÇÓIS;Caatinga
3526803;LENÇÓIS PAULISTA;Cerrado
3526803;LENÇÓIS PAULISTA;Mata Atlântica
4209805;LEOBERTO LEAL;Mata Atlântica
3138401;LEOPOLDINA;Mata Atlântica
5212303;LEOPOLDO DE BULHÕES;Cerrado
4113403;LEÓPOLIS;Mata Atlântica
4311601;LIBERATO SALZANO;Mata Atlântica
3138500;LIBERDADE;Mata Atlântica
2919405;LICÍNIO DE ALMEIDA;Caatinga
2919405;LICÍNIO DE ALMEIDA;Cerrado
4113429;LIDIANÓPOLIS;Mata Atlântica
2106003;LIMA CAMPOS;Cerrado
3138609;LIMA DUARTE;Mata Atlântica
3526902;LIMEIRA;Mata Atlântica
3138625;LIMEIRA DO OESTE;Cerrado
3138625;LIMEIRA DO OESTE;Mata Atlântica
2608909;LIMOEIRO;Caatinga
2608909;LIMOEIRO;Mata Atlântica
2704203;LIMOEIRO DE ANADIA;Caatinga
2704203;LIMOEIRO DE ANADIA;Mata Atlântica
1504000;LIMOEIRO DO AJURU;Amazônia
2307601;LIMOEIRO DO NORTE;Caatinga
4113452;LINDOESTE;Mata Atlântica
3527009;LINDÓIA;Mata Atlântica
4209854;LINDÓIA DO SUL;Mata Atlântica
4311627;LINDOLFO COLLOR;Mata Atlântica
4311643;LINHA NOVA;Mata Atlântica
3203205;LINHARES;Mata Atlântica
3527108;LINS;Mata Atlântica
2508505;LIVRAMENTO;Caatinga
2919504;LIVRAMENTO DE NOSSA SENHORA;Caatinga
2919504;LIVRAMENTO DE NOSSA SENHORA;Cerrado
1712405;LIZARDA;Cerrado
4113502;LOANDA;Mata Atlântica
4113601;LOBATO;Mata Atlântica
2508554;LOGRADOURO;Caatinga
4113700;LONDRINA;Mata Atlântica
3138658;LONTRA;Caatinga
3138658;LONTRA;Cerrado
4209904;LONTRAS;Mata Atlântica
3527207;LORENA;Mata Atlântica
2106102;LORETO;Cerrado
3527256;LOURDES;Mata Atlântica
3527306;LOUVEIRA;Mata Atlântica
5105259;LUCAS DO RIO VERDE;Amazônia
5105259;LUCAS DO RIO VERDE;Cerrado
3527405;LUCÉLIA;Mata Atlântica
2508604;LUCENA;Mata Atlântica
3527504;LUCIANÓPOLIS;Cerrado
3527504;LUCIANÓPOLIS;Mata Atlântica
5105309;LUCIARA;Cerrado
2406908;LUCRÉCIA;Caatinga
3527603;LUÍS ANTÔNIO;Cerrado
3527603;LUÍS ANTÔNIO;Mata Atlântica
2205706;LUÍS CORREIA;Caatinga
2106201;LUÍS DOMINGUES;Amazônia
2106201;LUÍS DOMINGUES;Amazônia
2106201;LUÍS DOMINGUES;Amazônia
2106201;LUÍS DOMINGUES;Amazônia
2919553;LUÍS EDUARDO MAGALHÃES;Cerrado
2407005;LUÍS GOMES;Caatinga
3138674;LUISBURGO;Mata Atlântica
3138682;LUISLÂNDIA;Cerrado
4210001;LUIZ ALVES;Mata Atlântica
4113734;LUIZIANA;Mata Atlântica
3527702;LUIZIÂNIA;Mata Atlântica
3138708;LUMINÁRIAS;Mata Atlântica
4113759;LUNARDELLI;Mata Atlântica
3527801;LUPÉRCIO;Cerrado
3527801;LUPÉRCIO;Mata Atlântica
4113809;LUPIONÓPOLIS;Mata Atlântica
3527900;LUTÉCIA;Cerrado
3527900;LUTÉCIA;Mata Atlântica
3138807;LUZ;Cerrado
4210035;LUZERNA;Mata Atlântica
5212501;LUZIÂNIA;Cerrado
2205805;LUZILÂNDIA;Cerrado
1712454;LUZINÓPOLIS;Cerrado
3302403;MACAÉ;Mata Atlântica
3302403;MACAÉ;Mata Atlântica
3302403;MACAÉ;Mata Atlântica
3302403;MACAÉ;Mata Atlântica
3302403;MACAÉ;Mata Atlântica
2407104;MACAÍBA;Caatinga
2919603;MACAJUBA;Caatinga
4311718;MAÇAMBARÁ;Pampa
2803708;MACAMBIRA;Caatinga
2803708;MACAMBIRA;Mata Atlântica
2609006;MACAPARANA;Mata Atlântica
1600303;MACAPÁ;Amazônia
1600303;MACAPÁ;Amazônia
2919702;MACARANI;Mata Atlântica
3528007;MACATUBA;Cerrado
3528007;MACATUBA;Mata Atlântica
2407203;MACAU;Caatinga
3528106;MACAUBAL;Mata Atlântica
2919801;MACAÚBAS;Caatinga
2919801;MACAÚBAS;Cerrado
3528205;MACEDÔNIA;Cerrado
3528205;MACEDÔNIA;Mata Atlântica
2704302;MACEIÓ;Mata Atlântica
3138906;MACHACALIS;Mata Atlântica
4311700;MACHADINHO;Mata Atlântica
1100130;MACHADINHO D'OESTE;Amazônia
3139003;MACHADO;Mata Atlântica
2609105;MACHADOS;Mata Atlântica
4210050;MACIEIRA;Mata Atlântica
3302452;MACUCO;Mata Atlântica
2919900;MACURURÉ;Caatinga
2307635;MADALENA;Caatinga
2205854;MADEIRO;Cerrado
2919926;MADRE DE DEUS;Mata Atlântica
3139102;MADRE DE DEUS DE MINAS;Mata Atlântica
2508703;MÃE D'ÁGUA;Caatinga
1504059;MÃE DO RIO;Amazônia
2919959;MAETINGA;Caatinga
4210100;MAFRA;Mata Atlântica
1504109;MAGALHÃES BARATA;Amazônia
2106300;MAGALHÃES DE ALMEIDA;Cerrado
3528304;MAGDA;Mata Atlântica
3302502;MAGÉ;Mata Atlântica
2920007;MAIQUINIQUE;Mata Atlântica
2920106;MAIRI;Caatinga
3528403;MAIRINQUE;Mata Atlântica
3528502;MAIRIPORÃ;Mata Atlântica
5212600;MAIRIPOTABA;Cerrado
4210209;MAJOR GERCINO;Mata Atlântica
2704401;MAJOR ISIDORO;Caatinga
2407252;MAJOR SALES;Caatinga
4210308;MAJOR VIEIRA;Mata Atlântica
3139201;MALACACHETA;Mata Atlântica
2920205;MALHADA;Caatinga
2920304;MALHADA DE PEDRAS;Caatinga
2803807;MALHADA DOS BOIS;Caatinga
2803807;MALHADA DOS BOIS;Mata Atlântica
2803906;MALHADOR;Mata Atlântica
4113908;MALLET;Mata Atlântica
2508802;MALTA;Caatinga
2508901;MAMANGUAPE;Caatinga
2508901;MAMANGUAPE;Mata Atlântica
5212709;MAMBAÍ;Cerrado
4114005;MAMBORÊ;Mata Atlântica
3139250;MAMONAS;Caatinga
4311734;MAMPITUBA;Mata Atlântica
1302504;MANACAPURU;Amazônia
2509008;MANAÍRA;Caatinga
1302553;MANAQUIRI;Amazônia
2609154;MANARI;Caatinga
1302603;MANAUS;Amazônia
1200336;MÂNCIO LIMA;Amazônia
4114104;MANDAGUAÇU;Mata Atlântica
4114203;MANDAGUARI;Mata Atlântica
4114302;MANDIRITUBA;Mata Atlântica
3528601;MANDURI;Cerrado
3528601;MANDURI;Mata Atlântica
4114351;MANFRINÓPOLIS;Mata Atlântica
3139300;MANGA;Caatinga
3139300;MANGA;Cerrado
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
3302601;MANGARATIBA;Mata Atlântica
4114401;MANGUEIRINHA;Mata Atlântica
3139409;MANHUAÇU;Mata Atlântica
3139508;MANHUMIRIM;Mata Atlântica
1302702;MANICORÉ;Amazônia
2205904;MANOEL EMÍDIO;Caatinga
2205904;MANOEL EMÍDIO;Cerrado
4114500;MANOEL RIBAS;Mata Atlântica
1200344;MANOEL URBANO;Amazônia
4311759;MANOEL VIANA;Pampa
2920403;MANOEL VITORINO;Caatinga
2920403;MANOEL VITORINO;Mata Atlântica
2920452;MANSIDÃO;Caatinga
2920452;MANSIDÃO;Cerrado
3139607;MANTENA;Mata Atlântica
3203304;MANTENÓPOLIS;Mata Atlântica
4311775;MAQUINÉ;Mata Atlântica
4311775;MAQUINÉ;Pampa
3139805;MAR DE ESPANHA;Mata Atlântica
2704906;MAR VERMELHO;Caatinga
2704906;MAR VERMELHO;Mata Atlântica
5212808;MARA ROSA;Cerrado
1302801;MARAÃ;Amazônia
1504208;MARABÁ;Amazônia
3528700;MARABÁ PAULISTA;Mata Atlântica
2106326;MARACAÇUMÉ;Amazônia
3528809;MARACAÍ;Cerrado
3528809;MARACAÍ;Mata Atlântica
4210407;MARACAJÁ;Mata Atlântica
5005400;MARACAJU;Cerrado
5005400;MARACAJU;Mata Atlântica
2307650;MARACANAÚ;Caatinga
1504307;MARACANÃ;Amazônia
2920502;MARACÁS;Caatinga
2920502;MARACÁS;Mata Atlântica
2704500;MARAGOGI;Mata Atlântica
2920601;MARAGOGIPE;Mata Atlântica
2609204;MARAIAL;Mata Atlântica
2106359;MARAJÁ DO SENA;Amazônia
2106359;MARAJÁ DO SENA;Cerrado
2307700;MARANGUAPE;Caatinga
2106375;MARANHÃOZINHO;Amazônia
1504406;MARAPANIM;Amazônia
3528858;MARAPOAMA;Mata Atlântica
3203320;MARATAÍZES;Mata Atlântica
4311791;MARATÁ;Mata Atlântica
4311809;MARAU;Mata Atlântica
2920700;MARAÚ;Mata Atlântica
2704609;MARAVILHA;Caatinga
4210506;MARAVILHA;Mata Atlântica
3139706;MARAVILHAS;Cerrado
3139706;MARAVILHAS;Mata Atlântica
2509057;MARCAÇÃO;Mata Atlântica
5105580;MARCELÂNDIA;Amazônia
4311908;MARCELINO RAMOS;Mata Atlântica
2407302;MARCELINO VIEIRA;Caatinga
2920809;MARCIONÍLIO SOUZA;Caatinga
2307809;MARCO;Caatinga
2205953;MARCOLÂNDIA;Caatinga
2206001;MARCOS PARENTE;Cerrado
4114609;MARECHAL CÂNDIDO RONDON;Mata Atlântica
2704708;MARECHAL DEODORO;Mata Atlântica
3203346;MARECHAL FLORIANO;Mata Atlântica
1200351;MARECHAL THAUMATURGO;Amazônia
4210555;MAREMA;Mata Atlântica
2509107;MARI;Caatinga
2509107;MARI;Mata Atlântica
3139904;MARIA DA FÉ;Mata Atlântica
4114708;MARIA HELENA;Mata Atlântica
4114807;MARIALVA;Mata Atlântica
3140001;MARIANA;Mata Atlântica
4311981;MARIANA PIMENTEL;Pampa
4312005;MARIANO MORO;Mata Atlântica
1712504;MARIANÓPOLIS DO TOCANTINS;Cerrado
3528908;MARIÁPOLIS;Mata Atlântica
2704807;MARIBONDO;Mata Atlântica
3302700;MARICÁ;Mata Atlântica
3302700;MARICÁ;Mata Atlântica
3140100;MARILAC;Mata Atlântica
3203353;MARILÂNDIA;Mata Atlântica
4114906;MARILÂNDIA DO SUL;Mata Atlântica
4115002;MARILENA;Mata Atlântica
3529005;MARÍLIA;Cerrado
3529005;MARÍLIA;Mata Atlântica
4115101;MARILUZ;Mata Atlântica
4115200;MARINGÁ;Mata Atlântica
3529104;MARINÓPOLIS;Mata Atlântica
3140159;MÁRIO CAMPOS;Mata Atlântica
4115309;MARIÓPOLIS;Mata Atlântica
4115358;MARIPÁ;Mata Atlântica
3140209;MARIPÁ DE MINAS;Mata Atlântica
1504422;MARITUBA;Amazônia
2509156;MARIZÓPOLIS;Caatinga
3140308;MARLIÉRIA;Mata Atlântica
4115408;MARMELEIRO;Mata Atlântica
3140407;MARMELÓPOLIS;Mata Atlântica
4312054;MARQUES DE SOUZA;Mata Atlântica
4115457;MARQUINHO;Mata Atlântica
3140506;MARTINHO CAMPOS;Cerrado
2307908;MARTINÓPOLE;Caatinga
3529203;MARTINÓPOLIS;Cerrado
3529203;MARTINÓPOLIS;Mata Atlântica
2407401;MARTINS;Caatinga
3140530;MARTINS SOARES;Mata Atlântica
2804003;MARUIM;Mata Atlântica
4115507;MARUMBI;Mata Atlântica
5212907;MARZAGÃO;Cerrado
5212907;MARZAGÃO;Mata Atlântica
2920908;MASCOTE;Mata Atlântica
2308005;MASSAPÊ;Caatinga
2206050;MASSAPÊ DO PIAUÍ;Caatinga
2509206;MASSARANDUBA;Caatinga
4210605;MASSARANDUBA;Mata Atlântica
4312104;MATA;Mata Atlântica
4312104;MATA;Pampa
2921005;MATA DE SÃO JOÃO;Mata Atlântica
2705002;MATA GRANDE;Caatinga
2106409;MATA ROMA;Cerrado
3140555;MATA VERDE;Mata Atlântica
3529302;MATÃO;Cerrado
3529302;MATÃO;Mata Atlântica
2509305;MATARACA;Mata Atlântica
1712702;MATEIROS;Cerrado
4115606;MATELÂNDIA;Mata Atlântica
3140605;MATERLÂNDIA;Mata Atlântica
3140704;MATEUS LEME;Cerrado
3140704;MATEUS LEME;Mata Atlântica
3171501;MATHIAS LOBATO;Mata Atlântica
3140803;MATIAS BARBOSA;Mata Atlântica
3140852;MATIAS CARDOSO;Caatinga
2206100;MATIAS OLÍMPIO;Cerrado
2921054;MATINA;Caatinga
2921054;MATINA;Cerrado
2106508;MATINHA;Amazônia
2509339;MATINHAS;Caatinga
4115705;MATINHOS;Mata Atlântica
3140902;MATIPÓ;Mata Atlântica
4312138;MATO CASTELHANO;Mata Atlântica
4312138;MATO CASTELHANO;Pampa
2509370;MATO GROSSO;Caatinga
4312153;MATO LEITÃO;Mata Atlântica
4312179;MATO QUEIMADO;Mata Atlântica
4312179;MATO QUEIMADO;Pampa
4115739;MATO RICO;Mata Atlântica
3141009;MATO VERDE;Caatinga
3141009;MATO VERDE;Cerrado
2106607;MATÕES;Cerrado
2106631;MATÕES DO NORTE;Amazônia
2106631;MATÕES DO NORTE;Cerrado
4210704;MATOS COSTA;Mata Atlântica
3141108;MATOZINHOS;Cerrado
5212956;MATRINCHÃ;Cerrado
2705101;MATRIZ DE CAMARAGIBE;Mata Atlântica
5105606;MATUPÁ;Amazônia
2509396;MATURÉIA;Caatinga
3141207;MATUTINA;Cerrado
3529401;MAUÁ;Mata Atlântica
4115754;MAUÁ DA SERRA;Mata Atlântica
1302900;MAUÉS;Amazônia
5213004;MAURILÂNDIA;Cerrado
1712801;MAURILÂNDIA DO TOCANTINS;Cerrado
2308104;MAURITI;Caatinga
2407500;MAXARANGUAPE;Caatinga
2407500;MAXARANGUAPE;Mata Atlântica
4312203;MAXIMILIANO DE ALMEIDA;Mata Atlântica
1600402;MAZAGÃO;Amazônia
3141306;MEDEIROS;Cerrado
2921104;MEDEIROS NETO;Mata Atlântica
4115804;MEDIANEIRA;Mata Atlântica
1504455;MEDICILÂNDIA;Amazônia
3141405;MEDINA;Mata Atlântica
4210803;MELEIRO;Mata Atlântica
1504505;MELGAÇO;Amazônia
3302809;MENDES;Mata Atlântica
3141504;MENDES PIMENTEL;Mata Atlântica
3529500;MENDONÇA;Mata Atlântica
4115853;MERCEDES;Mata Atlântica
3141603;MERCÊS;Mata Atlântica
3529609;MERIDIANO;Mata Atlântica
2308203;MERUOCA;Caatinga
3529658;MESÓPOLIS;Mata Atlântica
3302858;MESQUITA;Mata Atlântica
3141702;MESQUITA;Mata Atlântica
2705200;MESSIAS;Mata Atlântica
2407609;MESSIAS TARGINO;Caatinga
2206209;MIGUEL ALVES;Cerrado
2921203;MIGUEL CALMON;Caatinga
2206308;MIGUEL LEÃO;Cerrado
3302908;MIGUEL PEREIRA;Mata Atlântica
3529708;MIGUELÓPOLIS;Cerrado
3529708;MIGUELÓPOLIS;Mata Atlântica
2308302;MILAGRES;Caatinga
2921302;MILAGRES;Caatinga
2921302;MILAGRES;Mata Atlântica
2106672;MILAGRES DO MARANHÃO;Cerrado
2308351;MILHÃ;Caatinga
2206357;MILTON BRANDÃO;Caatinga
2206357;MILTON BRANDÃO;Cerrado
5213053;MIMOSO DE GOIÁS;Cerrado
3203403;MIMOSO DO SUL;Mata Atlântica
5213087;MINAÇU;Cerrado
2705309;MINADOR DO NEGRÃO;Caatinga
4312252;MINAS DO LEÃO;Pampa
3141801;MINAS NOVAS;Cerrado
3141801;MINAS NOVAS;Mata Atlântica
3141900;MINDURI;Mata Atlântica
5213103;MINEIROS;Cerrado
3529807;MINEIROS DO TIETÊ;Cerrado
3529807;MINEIROS DO TIETÊ;Mata Atlântica
1101203;MINISTRO ANDREAZZA;Amazônia
3530003;MIRA ESTRELA;Cerrado
3530003;MIRA ESTRELA;Mata Atlântica
3142007;MIRABELA;Caatinga
3142007;MIRABELA;Cerrado
3529906;MIRACATU;Mata Atlântica
3303005;MIRACEMA;Mata Atlântica
1713205;MIRACEMA DO TOCANTINS;Cerrado
4115903;MIRADOR;Mata Atlântica
2106706;MIRADOR;Cerrado
3142106;MIRADOURO;Mata Atlântica
4312302;MIRAGUAÍ;Mata Atlântica
3142205;MIRAÍ;Mata Atlântica
2308377;MIRAÍMA;Caatinga
5005608;MIRANDA;Cerrado
5005608;MIRANDA;Pantanal
2106755;MIRANDA DO NORTE;Amazônia
2106755;MIRANDA DO NORTE;Cerrado
2609303;MIRANDIBA;Caatinga
3530102;MIRANDÓPOLIS;Mata Atlântica
2921401;MIRANGABA;Caatinga
1713304;MIRANORTE;Amazônia
1713304;MIRANORTE;Cerrado
2921450;MIRANTE;Caatinga
1101302;MIRANTE DA SERRA;Amazônia
3530201;MIRANTE DO PARANAPANEMA;Cerrado
3530201;MIRANTE DO PARANAPANEMA;Mata Atlântica
4116000;MIRASELVA;Mata Atlântica
3530300;MIRASSOL;Mata Atlântica
5105622;MIRASSOL D'OESTE;Amazônia
5105622;MIRASSOL D'OESTE;Pantanal
3530409;MIRASSOLÂNDIA;Mata Atlântica
3142254;MIRAVÂNIA;Caatinga
3142254;MIRAVÂNIA;Cerrado
4210852;MIRIM DOCE;Mata Atlântica
2106805;MIRINZAL;Amazônia
4116059;MISSAL;Mata Atlântica
2308401;MISSÃO VELHA;Caatinga
1504604;MOCAJUBA;Amazônia
3530508;MOCOCA;Cerrado
3530508;MOCOCA;Mata Atlântica
4210902;MODELO;Mata Atlântica
3142304;MOEDA;Mata Atlântica
3142403;MOEMA;Cerrado
2509404;MOGEIRO;Caatinga
3530607;MOGI DAS CRUZES;Mata Atlântica
3530706;MOGI GUAÇU;Cerrado
3530706;MOGI GUAÇU;Mata Atlântica
3530805;MOGI MIRIM;Cerrado
3530805;MOGI MIRIM;Mata Atlântica
5213400;MOIPORÁ;Cerrado
2804102;MOITA BONITA;Caatinga
2804102;MOITA BONITA;Mata Atlântica
1504703;MOJU;Amazônia
1504752;MOJUÍ DOS CAMPOS;Amazônia
2308500;MOMBAÇA;Caatinga
3530904;MOMBUCA;Mata Atlântica
2106904;MONÇÃO;Amazônia
3531001;MONÇÕES;Mata Atlântica
4211009;MONDAÍ;Mata Atlântica
3531100;MONGAGUÁ;Mata Atlântica
3142502;MONJOLOS;Cerrado
2206407;MONSENHOR GIL;Cerrado
2206506;MONSENHOR HIPÓLITO;Caatinga
3142601;MONSENHOR PAULO;Mata Atlântica
2308609;MONSENHOR TABOSA;Caatinga
2509503;MONTADAS;Caatinga
3142700;MONTALVÂNIA;Caatinga
3142700;MONTALVÂNIA;Cerrado
3203502;MONTANHA;Mata Atlântica
2407708;MONTANHAS;Caatinga
2407708;MONTANHAS;Mata Atlântica
4312351;MONTAURI;Mata Atlântica
1504802;MONTE ALEGRE;Amazônia
2407807;MONTE ALEGRE;Caatinga
2407807;MONTE ALEGRE;Mata Atlântica
5213509;MONTE ALEGRE DE GOIÁS;Cerrado
3142809;MONTE ALEGRE DE MINAS;Cerrado
3142809;MONTE ALEGRE DE MINAS;Mata Atlântica
2804201;MONTE ALEGRE DE SERGIPE;Caatinga
2206605;MONTE ALEGRE DO PIAUÍ;Cerrado
3531209;MONTE ALEGRE DO SUL;Mata Atlântica
4312377;MONTE ALEGRE DOS CAMPOS;Mata Atlântica
3531308;MONTE ALTO;Mata Atlântica
3531407;MONTE APRAZÍVEL;Mata Atlântica
3142908;MONTE AZUL;Caatinga
3142908;MONTE AZUL;Cerrado
3531506;MONTE AZUL PAULISTA;Cerrado
3531506;MONTE AZUL PAULISTA;Mata Atlântica
3143005;MONTE BELO;Mata Atlântica
4312385;MONTE BELO DO SUL;Mata Atlântica
4211058;MONTE CARLO;Mata Atlântica
3143104;MONTE CARMELO;Cerrado
3531605;MONTE CASTELO;Mata Atlântica
4211108;MONTE CASTELO;Mata Atlântica
2407906;MONTE DAS GAMELEIRAS;Caatinga
1713601;MONTE DO CARMO;Cerrado
3143153;MONTE FORMOSO;Mata Atlântica
2509602;MONTE HOREBE;Caatinga
3531803;MONTE MOR;Mata Atlântica
1101401;MONTE NEGRO;Amazônia
2921500;MONTE SANTO;Caatinga
3143203;MONTE SANTO DE MINAS;Cerrado
3143203;MONTE SANTO DE MINAS;Mata Atlântica
1713700;MONTE SANTO DO TOCANTINS;Cerrado
3143401;MONTE SIÃO;Mata Atlântica
2509701;MONTEIRO;Caatinga
3531704;MONTEIRO LOBATO;Mata Atlântica
2705408;MONTEIRÓPOLIS;Caatinga
4312401;MONTENEGRO;Mata Atlântica
4312401;MONTENEGRO;Pampa
2107001;MONTES ALTOS;Cerrado
3143302;MONTES CLAROS;Caatinga
3143302;MONTES CLAROS;Cerrado
5213707;MONTES CLAROS DE GOIÁS;Cerrado
3143450;MONTEZUMA;Caatinga
3143450;MONTEZUMA;Cerrado
5213756;MONTIVIDIU;Cerrado
5213772;MONTIVIDIU DO NORTE;Cerrado
2308708;MORADA NOVA;Caatinga
3143500;MORADA NOVA DE MINAS;Cerrado
2308807;MORAÚJO;Caatinga
2614303;MOREILÂNDIA;Caatinga
4116109;MOREIRA SALES;Mata Atlântica
2609402;MORENO;Mata Atlântica
4312427;MORMAÇO;Mata Atlântica
2921609;MORPARÁ;Caatinga
4116208;MORRETES;Mata Atlântica
2308906;MORRINHOS;Caatinga
5213806;MORRINHOS;Cerrado
5213806;MORRINHOS;Mata Atlântica
4312443;MORRINHOS DO SUL;Mata Atlântica
3531902;MORRO AGUDO;Cerrado
3531902;MORRO AGUDO;Mata Atlântica
5213855;MORRO AGUDO DE GOIÁS;Cerrado
2206654;MORRO CABEÇA NO TEMPO;Caatinga
2206654;MORRO CABEÇA NO TEMPO;Cerrado
4211207;MORRO DA FUMAÇA;Mata Atlântica
3143609;MORRO DA GARÇA;Cerrado
2921708;MORRO DO CHAPÉU;Caatinga
2206670;MORRO DO CHAPÉU DO PIAUÍ;Cerrado
3143708;MORRO DO PILAR;Cerrado
3143708;MORRO DO PILAR;Mata Atlântica
4211256;MORRO GRANDE;Mata Atlântica
4312450;MORRO REDONDO;Pampa
4312476;MORRO REUTER;Mata Atlântica
2107100;MORROS;Amazônia
2107100;MORROS;Cerrado
2921807;MORTUGABA;Caatinga
2921807;MORTUGABA;Cerrado
3532009;MORUNGABA;Mata Atlântica
5213905;MOSSÂMEDES;Cerrado
2408003;MOSSORÓ;Caatinga
4312500;MOSTARDAS;Pampa
3532058;MOTUCA;Cerrado
3532058;MOTUCA;Mata Atlântica
5214002;MOZARLÂNDIA;Cerrado
1504901;MUANÁ;Amazônia
1400308;MUCAJAÍ;Amazônia
2309003;MUCAMBO;Caatinga
2921906;MUCUGÊ;Caatinga
4312609;MUÇUM;Mata Atlântica
2922003;MUCURI;Mata Atlântica
3203601;MUCURICI;Mata Atlântica
4312617;MUITOS CAPÕES;Mata Atlântica
4312625;MULITERNO;Mata Atlântica
2509800;MULUNGU;Caatinga
2309102;MULUNGU;Caatinga
2922052;MULUNGU DO MORRO;Caatinga
5214051;MUNDO NOVO;Cerrado
5005681;MUNDO NOVO;Mata Atlântica
2922102;MUNDO NOVO;Caatinga
3143807;MUNHOZ;Mata Atlântica
4116307;MUNHOZ DE MELO;Mata Atlântica
2922201;MUNIZ FERREIRA;Mata Atlântica
3203700;MUNIZ FREIRE;Mata Atlântica
2922250;MUQUÉM DO SÃO FRANCISCO;Caatinga
2922250;MUQUÉM DO SÃO FRANCISCO;Cerrado
3203809;MUQUI;Mata Atlântica
3143906;MURIAÉ;Mata Atlântica
2804300;MURIBECA;Caatinga
2804300;MURIBECA;Mata Atlântica
2705507;MURICI;Mata Atlântica
2206696;MURICI DOS PORTELAS;Cerrado
1713957;MURICILÂNDIA;Amazônia
2922300;MURITIBA;Mata Atlântica
3532108;MURUTINGA DO SUL;Mata Atlântica
2922409;MUTUÍPE;Mata Atlântica
3144003;MUTUM;Mata Atlântica
5214101;MUTUNÓPOLIS;Cerrado
3144102;MUZAMBINHO;Mata Atlântica
3144201;NACIP RAYDAN;Mata Atlântica
3532157;NANTES;Cerrado
3532157;NANTES;Mata Atlântica
3144300;NANUQUE;Mata Atlântica
4312658;NÃO-ME-TOQUE;Mata Atlântica
4312658;NÃO-ME-TOQUE;Pampa
3144359;NAQUE;Mata Atlântica
3532207;NARANDIBA;Cerrado
3532207;NARANDIBA;Mata Atlântica
2408102;NATAL;Caatinga
2408102;NATAL;Mata Atlântica
3144375;NATALÂNDIA;Cerrado
3144409;NATÉRCIA;Mata Atlântica
3303104;NATIVIDADE;Mata Atlântica
1714203;NATIVIDADE;Cerrado
3532306;NATIVIDADE DA SERRA;Mata Atlântica
2509909;NATUBA;Caatinga
2509909;NATUBA;Mata Atlântica
4211306;NAVEGANTES;Mata Atlântica
5005707;NAVIRAÍ;Mata Atlântica
3144508;NAZARENO;Mata Atlântica
2510006;NAZAREZINHO;Caatinga
2922508;NAZARÉ;Mata Atlântica
1714302;NAZARÉ;Cerrado
2609501;NAZARÉ DA MATA;Mata Atlântica
2206704;NAZARÉ DO PIAUÍ;Caatinga
2206704;NAZARÉ DO PIAUÍ;Cerrado
3532405;NAZARÉ PAULISTA;Mata Atlântica
2206720;NAZÁRIA;Cerrado
5214408;NAZÁRIO;Cerrado
2804409;NEÓPOLIS;Mata Atlântica
3144607;NEPOMUCENO;Cerrado
3144607;NEPOMUCENO;Mata Atlântica
5214507;NERÓPOLIS;Cerrado
3532504;NEVES PAULISTA;Mata Atlântica
1303007;NHAMUNDÁ;Amazônia
3532603;NHANDEARA;Mata Atlântica
4312674;NICOLAU VERGUEIRO;Mata Atlântica
2922607;NILO PEÇANHA;Mata Atlântica
3303203;NILÓPOLIS;Mata Atlântica
2107209;NINA RODRIGUES;Amazônia
2107209;NINA RODRIGUES;Cerrado
3144656;NINHEIRA;Cerrado
3144656;NINHEIRA;Mata Atlântica
5005806;NIOAQUE;Cerrado
3532702;NIPOÃ;Mata Atlântica
5214606;NIQUELÂNDIA;Cerrado
2408201;NÍSIA FLORESTA;Caatinga
2408201;NÍSIA FLORESTA;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
3303302;NITERÓI;Mata Atlântica
5105903;NOBRES;Cerrado
4312708;NONOAI;Mata Atlântica
4312708;NONOAI;Pampa
2922656;NORDESTINA;Caatinga
1400407;NORMANDIA;Amazônia
5106000;NORTELÂNDIA;Amazônia
5106000;NORTELÂNDIA;Cerrado
