"NR_CANDIDATO","SG_PARTIDO","GENERO","COR_RACA","Ano"
43999,"PV","FEMININO","BRANCA","2020"
51225,"PATRIOTA","FEMININO","PARDA","2020"
45460,"PSDB","FEMININO","PRETA","2020"
19129,"PODE","FEMININO","PRETA","2020"
15007,"MDB","FEMININO","PRETA","2020"
23273,"CIDADANIA","FEMININO","PARDA","2020"
77789,"SOLIDARIEDADE","FEMININO","PARDA","2020"
18180,"REDE","FEMININO","BRANCA","2020"
65155,"PC do B","FEMININO","PRETA","2020"
14013,"PTB","FEMININO","PRETA","2020"
77888,"SOLIDARIEDADE","FEMININO","PARDA","2020"
70626,"AVANTE","FEMININO","PARDA","2020"
36176,"PTC","FEMININO","PARDA","2020"
45455,"PSDB","FEMININO","PARDA","2020"
14296,"PTB","FEMININO","BRANCA","2020"
50015,"PSOL","FEMININO","PRETA","2020"
50106,"PSOL","FEMININO","PRETA","2020"
33246,"PMN","FEMININO","PARDA","2020"
33345,"PMN","FEMININO","PRETA","2020"
43197,"PV","FEMININO","PARDA","2020"
33125,"PMN","FEMININO","PRETA","2020"
43330,"PV","FEMININO","PRETA","2020"
36333,"PTC","FEMININO","BRANCA","2020"
27060,"DC","FEMININO","PARDA","2020"
55103,"PSD","FEMININO","PRETA","2020"
55180,"PSD","FEMININO","PRETA","2020"
19005,"PODE","FEMININO","PARDA","2020"
70027,"AVANTE","FEMININO","PARDA","2020"
19010,"PODE","FEMININO","BRANCA","2020"
15066,"MDB","FEMININO","BRANCA","2020"
55789,"PSD","FEMININO","PRETA","2020"
50333,"PSOL","FEMININO","BRANCA","2020"
19727,"PODE","FEMININO","PRETA","2020"
11000,"PP","FEMININO","PARDA","2020"
10456,"REPUBLICANOS","FEMININO","PRETA","2020"
77222,"SOLIDARIEDADE","FEMININO","PRETA","2020"
65169,"PC do B","FEMININO","PRETA","2020"
27055,"DC","FEMININO","PARDA","2020"
12512,"PDT","FEMININO","PRETA","2020"
17004,"PSL","FEMININO","PARDA","2020"
43200,"PV","FEMININO","PARDA","2020"
40013,"PSB","FEMININO","PRETA","2020"
11777,"PP","FEMININO","BRANCA","2020"
25555,"DEM","FEMININO","BRANCA","2020"
51100,"PATRIOTA","FEMININO","PRETA","2020"
13021,"PT","FEMININO","PARDA","2020"
20139,"PSC","FEMININO","BRANCA","2020"
17526,"PSL","FEMININO","NÃO INFORMADO","2020"
27999,"DC","FEMININO","PRETA","2020"
45200,"PSDB","FEMININO","PARDA","2020"
14150,"PTB","FEMININO","PARDA","2020"
51024,"PATRIOTA","FEMININO","PRETA","2020"
23007,"CIDADANIA","FEMININO","PRETA","2020"
28277,"PRTB","FEMININO","AMARELA","2020"
43101,"PV","FEMININO","PRETA","2020"
70011,"AVANTE","FEMININO","PARDA","2020"
70212,"AVANTE","FEMININO","PRETA","2020"
22300,"PL","FEMININO","PARDA","2020"
51192,"PATRIOTA","FEMININO","PRETA","2020"
18835,"REDE","FEMININO","PRETA","2020"
23133,"CIDADANIA","FEMININO","PARDA","2020"
30123,"NOVO","FEMININO","BRANCA","2020"
18144,"REDE","FEMININO","BRANCA","2020"
65122,"PC do B","FEMININO","PARDA","2020"
10222,"REPUBLICANOS","FEMININO","PARDA","2020"
11334,"PP","FEMININO","BRANCA","2020"
18005,"REDE","FEMININO","PARDA","2020"
22027,"PL","FEMININO","PRETA","2020"
33036,"PMN","FEMININO","PARDA","2020"
33925,"PMN","FEMININO","PRETA","2020"
10012,"REPUBLICANOS","FEMININO","PARDA","2020"
43012,"PV","FEMININO","PARDA","2020"
28222,"PRTB","FEMININO","BRANCA","2020"
23012,"CIDADANIA","FEMININO","PARDA","2020"
51030,"PATRIOTA","FEMININO","PARDA","2020"
19127,"PODE","FEMININO","INDÍGENA","2020"
51016,"PATRIOTA","FEMININO","PARDA","2020"
55155,"PSD","FEMININO","BRANCA","2020"
11121,"PP","FEMININO","PARDA","2020"
17147,"PSL","FEMININO","NÃO INFORMADO","2020"
11433,"PP","FEMININO","BRANCA","2020"
17114,"PSL","FEMININO","BRANCA","2020"
55500,"PSD","FEMININO","BRANCA","2020"
12077,"PDT","FEMININO","PARDA","2020"
10237,"REPUBLICANOS","FEMININO","PRETA","2020"
22115,"PL","FEMININO","BRANCA","2020"
40140,"PSB","FEMININO","BRANCA","2020"
18886,"REDE","FEMININO","PRETA","2020"
45015,"PSDB","FEMININO","PRETA","2020"
36022,"PTC","FEMININO","BRANCA","2020"
15359,"MDB","FEMININO","BRANCA","2020"
65037,"PC do B","FEMININO","PRETA","2020"
90009,"PROS","FEMININO","PARDA","2020"
77310,"SOLIDARIEDADE","FEMININO","PARDA","2020"
11666,"PP","FEMININO","PARDA","2020"
27027,"DC","FEMININO","PRETA","2020"
22001,"PL","FEMININO","PRETA","2020"
12580,"PDT","FEMININO","PRETA","2020"
65308,"PC do B","FEMININO","PARDA","2020"
13001,"PT","FEMININO","BRANCA","2020"
50350,"PSOL","FEMININO","PRETA","2020"
10555,"REPUBLICANOS","FEMININO","PRETA","2020"
14021,"PTB","FEMININO","PARDA","2020"
25369,"DEM","FEMININO","PARDA","2020"
28100,"PRTB","FEMININO","PARDA","2020"
15707,"MDB","FEMININO","BRANCA","2020"
25714,"DEM","FEMININO","PRETA","2020"
65071,"PC do B","FEMININO","BRANCA","2020"
19022,"PODE","FEMININO","PARDA","2020"
65024,"PC do B","FEMININO","PRETA","2020"
20555,"PSC","FEMININO","PARDA","2020"
36070,"PTC","FEMININO","PRETA","2020"
90333,"PROS","FEMININO","BRANCA","2020"
13712,"PT","FEMININO","PARDA","2020"
36011,"PTC","FEMININO","PRETA","2020"
36603,"PTC","FEMININO","PARDA","2020"
14113,"PTB","FEMININO","PARDA","2020"
40333,"PSB","FEMININO","PRETA","2020"
27789,"DC","FEMININO","BRANCA","2020"
90444,"PROS","FEMININO","PARDA","2020"
13313,"PT","FEMININO","PRETA","2020"
15080,"MDB","FEMININO","PRETA","2020"
14111,"PTB","FEMININO","PRETA","2020"
14003,"PTB","FEMININO","PARDA","2020"
51088,"PATRIOTA","FEMININO","BRANCA","2020"
13713,"PT","FEMININO","PRETA","2020"
36004,"PTC","FEMININO","PARDA","2020"
27980,"DC","FEMININO","PARDA","2020"
17953,"PSL","FEMININO","PRETA","2020"
90832,"PROS","FEMININO","BRANCA","2020"
14214,"PTB","FEMININO","PARDA","2020"
90567,"PROS","FEMININO","BRANCA","2020"
90002,"PROS","FEMININO","PARDA","2020"
36513,"PTC","FEMININO","BRANCA","2020"
25212,"DEM","FEMININO","PARDA","2020"
13300,"PT","FEMININO","PRETA","2020"
36003,"PTC","FEMININO","PARDA","2020"
90132,"PROS","FEMININO","PRETA","2020"
90295,"PROS","FEMININO","BRANCA","2020"
90015,"PROS","FEMININO","BRANCA","2020"
90380,"PROS","FEMININO","BRANCA","2020"
20115,"PSC","FEMININO","BRANCA","2020"
28201,"PRTB","FEMININO","PARDA","2020"
15028,"MDB","FEMININO","PRETA","2020"
22111,"PL","FEMININO","PARDA","2020"
11999,"PP","FEMININO","BRANCA","2020"
10200,"REPUBLICANOS","FEMININO","PRETA","2020"
15282,"MDB","FEMININO","PRETA","2020"
13912,"PT","MASCULINO","PRETA","2020"
55701,"PSD","MASCULINO","PRETA","2020"
10422,"REPUBLICANOS","MASCULINO","PRETA","2020"
12024,"PDT","MASCULINO","PRETA","2020"
33615,"PMN","MASCULINO","PRETA","2020"
13678,"PT","MASCULINO","PRETA","2020"
70006,"AVANTE","MASCULINO","PARDA","2020"
13333,"PT","MASCULINO","PRETA","2020"
36789,"PTC","MASCULINO","BRANCA","2020"
51155,"PATRIOTA","MASCULINO","BRANCA","2020"
51400,"PATRIOTA","MASCULINO","PARDA","2020"
70555,"AVANTE","MASCULINO","BRANCA","2020"
70023,"AVANTE","MASCULINO","PARDA","2020"
65777,"PC do B","MASCULINO","PRETA","2020"
33001,"PMN","MASCULINO","PARDA","2020"
77654,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
14605,"PTB","MASCULINO","PARDA","2020"
55137,"PSD","MASCULINO","PRETA","2020"
11011,"PP","MASCULINO","PARDA","2020"
36036,"PTC","MASCULINO","BRANCA","2020"
21234,"PCB","MASCULINO","BRANCA","2020"
17999,"PSL","MASCULINO","NÃO INFORMADO","2020"
14100,"PTB","MASCULINO","PARDA","2020"
40001,"PSB","MASCULINO","PARDA","2020"
15638,"MDB","MASCULINO","PRETA","2020"
19123,"PODE","MASCULINO","BRANCA","2020"
22070,"PL","MASCULINO","PARDA","2020"
45500,"PSDB","MASCULINO","PARDA","2020"
45111,"PSDB","MASCULINO","PRETA","2020"
90555,"PROS","MASCULINO","BRANCA","2020"
10800,"REPUBLICANOS","MASCULINO","PARDA","2020"
36038,"PTC","MASCULINO","PARDA","2020"
33853,"PMN","MASCULINO","PARDA","2020"
55888,"PSD","MASCULINO","BRANCA","2020"
18023,"REDE","MASCULINO","BRANCA","2020"
22345,"PL","MASCULINO","PARDA","2020"
19300,"PODE","MASCULINO","PRETA","2020"
36000,"PTC","MASCULINO","BRANCA","2020"
70090,"AVANTE","MASCULINO","PARDA","2020"
36175,"PTC","MASCULINO","PARDA","2020"
18789,"REDE","MASCULINO","PARDA","2020"
40678,"PSB","MASCULINO","PRETA","2020"
22221,"PL","MASCULINO","PARDA","2020"
27257,"DC","MASCULINO","PRETA","2020"
20877,"PSC","MASCULINO","PRETA","2020"
28888,"PRTB","MASCULINO","PRETA","2020"
55122,"PSD","MASCULINO","PRETA","2020"
19100,"PODE","MASCULINO","PRETA","2020"
40123,"PSB","MASCULINO","PRETA","2020"
40012,"PSB","MASCULINO","PRETA","2020"
20999,"PSC","MASCULINO","PRETA","2020"
70255,"AVANTE","MASCULINO","PARDA","2020"
40156,"PSB","MASCULINO","PARDA","2020"
65147,"PC do B","MASCULINO","PRETA","2020"
12123,"PDT","MASCULINO","BRANCA","2020"
13127,"PT","MASCULINO","PRETA","2020"
28000,"PRTB","MASCULINO","PRETA","2020"
12456,"PDT","MASCULINO","PRETA","2020"
19191,"PODE","MASCULINO","PRETA","2020"
12301,"PDT","MASCULINO","PRETA","2020"
55351,"PSD","MASCULINO","PRETA","2020"
43003,"PV","MASCULINO","PARDA","2020"
90023,"PROS","MASCULINO","PARDA","2020"
33133,"PMN","MASCULINO","PRETA","2020"
14222,"PTB","MASCULINO","PRETA","2020"
12227,"PDT","MASCULINO","PARDA","2020"
11101,"PP","MASCULINO","PRETA","2020"
22016,"PL","MASCULINO","PRETA","2020"
45043,"PSDB","MASCULINO","PRETA","2020"
10005,"REPUBLICANOS","MASCULINO","PARDA","2020"
30221,"NOVO","MASCULINO","BRANCA","2020"
14999,"PTB","MASCULINO","PARDA","2020"
15190,"MDB","MASCULINO","BRANCA","2020"
50888,"PSOL","MASCULINO","PRETA","2020"
36331,"PTC","MASCULINO","PRETA","2020"
33444,"PMN","MASCULINO","PARDA","2020"
90750,"PROS","MASCULINO","PARDA","2020"
17150,"PSL","MASCULINO","NÃO INFORMADO","2020"
18000,"REDE","MASCULINO","INDÍGENA","2020"
28007,"PRTB","MASCULINO","BRANCA","2020"
36900,"PTC","MASCULINO","PARDA","2020"
20145,"PSC","MASCULINO","PARDA","2020"
45333,"PSDB","MASCULINO","PARDA","2020"
14011,"PTB","MASCULINO","PRETA","2020"
45053,"PSDB","MASCULINO","BRANCA","2020"
51050,"PATRIOTA","MASCULINO","PARDA","2020"
17090,"PSL","MASCULINO","PRETA","2020"
28668,"PRTB","MASCULINO","BRANCA","2020"
70001,"AVANTE","MASCULINO","PRETA","2020"
65656,"PC do B","MASCULINO","PRETA","2020"
65123,"PC do B","MASCULINO","PARDA","2020"
33025,"PMN","MASCULINO","PRETA","2020"
20273,"PSC","MASCULINO","PRETA","2020"
40400,"PSB","MASCULINO","BRANCA","2020"
65106,"PC do B","MASCULINO","PRETA","2020"
28021,"PRTB","MASCULINO","PRETA","2020"
12666,"PDT","MASCULINO","PARDA","2020"
40741,"PSB","MASCULINO","PARDA","2020"
65400,"PC do B","MASCULINO","PARDA","2020"
25300,"DEM","MASCULINO","BRANCA","2020"
70889,"AVANTE","MASCULINO","PRETA","2020"
19330,"PODE","MASCULINO","PARDA","2020"
40004,"PSB","MASCULINO","PARDA","2020"
27366,"DC","MASCULINO","PARDA","2020"
17399,"PSL","MASCULINO","BRANCA","2020"
22028,"PL","MASCULINO","PARDA","2020"
43005,"PV","MASCULINO","PARDA","2020"
27107,"DC","MASCULINO","PARDA","2020"
12111,"PDT","MASCULINO","PARDA","2020"
25144,"DEM","MASCULINO","PRETA","2020"
40201,"PSB","MASCULINO","PRETA","2020"
28300,"PRTB","MASCULINO","PARDA","2020"
25220,"DEM","MASCULINO","PRETA","2020"
12321,"PDT","MASCULINO","PRETA","2020"
10111,"REPUBLICANOS","MASCULINO","PRETA","2020"
15025,"MDB","MASCULINO","PARDA","2020"
45888,"PSDB","MASCULINO","PRETA","2020"
45025,"PSDB","MASCULINO","BRANCA","2020"
17267,"PSL","MASCULINO","BRANCA","2020"
17455,"PSL","MASCULINO","NÃO INFORMADO","2020"
28256,"PRTB","MASCULINO","BRANCA","2020"
90700,"PROS","MASCULINO","PARDA","2020"
70100,"AVANTE","MASCULINO","PARDA","2020"
27444,"DC","MASCULINO","PARDA","2020"
43099,"PV","MASCULINO","PARDA","2020"
17333,"PSL","MASCULINO","PRETA","2020"
33143,"PMN","MASCULINO","PARDA","2020"
14000,"PTB","MASCULINO","PRETA","2020"
17388,"PSL","MASCULINO","PARDA","2020"
51345,"PATRIOTA","MASCULINO","PRETA","2020"
43210,"PV","MASCULINO","PRETA","2020"
51234,"PATRIOTA","MASCULINO","BRANCA","2020"
43027,"PV","MASCULINO","PARDA","2020"
13813,"PT","MASCULINO","PRETA","2020"
23233,"CIDADANIA","MASCULINO","PARDA","2020"
55350,"PSD","MASCULINO","BRANCA","2020"
25120,"DEM","MASCULINO","PARDA","2020"
43111,"PV","MASCULINO","PARDA","2020"
15555,"MDB","MASCULINO","PARDA","2020"
70000,"AVANTE","MASCULINO","PRETA","2020"
17111,"PSL","MASCULINO","BRANCA","2020"
10777,"REPUBLICANOS","MASCULINO","PRETA","2020"
22321,"PL","MASCULINO","BRANCA","2020"
18181,"REDE","MASCULINO","PRETA","2020"
19666,"PODE","MASCULINO","PRETA","2020"
45678,"PSDB","MASCULINO","BRANCA","2020"
19153,"PODE","MASCULINO","PARDA","2020"
40555,"PSB","MASCULINO","PARDA","2020"
23001,"CIDADANIA","MASCULINO","BRANCA","2020"
14700,"PTB","MASCULINO","PARDA","2020"
51300,"PATRIOTA","MASCULINO","PARDA","2020"
27025,"DC","MASCULINO","BRANCA","2020"
55678,"PSD","MASCULINO","PARDA","2020"
14314,"PTB","MASCULINO","BRANCA","2020"
25420,"DEM","MASCULINO","PRETA","2020"
70456,"AVANTE","MASCULINO","PARDA","2020"
12312,"PDT","MASCULINO","PARDA","2020"
65077,"PC do B","MASCULINO","PRETA","2020"
13133,"PT","MASCULINO","PARDA","2020"
70707,"AVANTE","MASCULINO","PARDA","2020"
12022,"PDT","MASCULINO","PARDA","2020"
65999,"PC do B","MASCULINO","PARDA","2020"
19999,"PODE","MASCULINO","PRETA","2020"
51007,"PATRIOTA","MASCULINO","BRANCA","2020"
23450,"CIDADANIA","MASCULINO","PARDA","2020"
20023,"PSC","MASCULINO","PRETA","2020"
25770,"DEM","MASCULINO","BRANCA","2020"
23456,"CIDADANIA","MASCULINO","PRETA","2020"
23675,"CIDADANIA","MASCULINO","PRETA","2020"
55355,"PSD","MASCULINO","PRETA","2020"
22793,"PL","MASCULINO","PRETA","2020"
19587,"PODE","MASCULINO","PRETA","2020"
14788,"PTB","MASCULINO","PARDA","2020"
36118,"PTC","MASCULINO","PRETA","2020"
65566,"PC do B","MASCULINO","PARDA","2020"
25038,"DEM","MASCULINO","PRETA","2020"
36001,"PTC","MASCULINO","PARDA","2020"
33048,"PMN","MASCULINO","PARDA","2020"
90313,"PROS","MASCULINO","BRANCA","2020"
36047,"PTC","MASCULINO","PRETA","2020"
51200,"PATRIOTA","MASCULINO","PRETA","2020"
19101,"PODE","MASCULINO","PARDA","2020"
10003,"REPUBLICANOS","MASCULINO","PRETA","2020"
17033,"PSL","MASCULINO","NÃO INFORMADO","2020"
17190,"PSL","MASCULINO","NÃO INFORMADO","2020"
23059,"CIDADANIA","MASCULINO","PARDA","2020"
70177,"AVANTE","MASCULINO","PRETA","2020"
15641,"MDB","MASCULINO","PARDA","2020"
17133,"PSL","MASCULINO","BRANCA","2020"
65148,"PC do B","MASCULINO","PRETA","2020"
10243,"REPUBLICANOS","MASCULINO","PRETA","2020"
15972,"MDB","MASCULINO","PARDA","2020"
22503,"PL","MASCULINO","PARDA","2020"
13094,"PT","MASCULINO","PRETA","2020"
20513,"PSC","MASCULINO","BRANCA","2020"
11456,"PP","MASCULINO","PARDA","2020"
25234,"DEM","MASCULINO","PRETA","2020"
14321,"PTB","MASCULINO","PARDA","2020"
19888,"PODE","MASCULINO","PARDA","2020"
51123,"PATRIOTA","MASCULINO","PRETA","2020"
23024,"CIDADANIA","MASCULINO","PRETA","2020"
22580,"PL","MASCULINO","PARDA","2020"
27001,"DC","MASCULINO","PRETA","2020"
50999,"PSOL","MASCULINO","PRETA","2020"
19233,"PODE","MASCULINO","PRETA","2020"
50020,"PSOL","MASCULINO","PARDA","2020"
55147,"PSD","MASCULINO","PRETA","2020"
20111,"PSC","MASCULINO","PRETA","2020"
18175,"REDE","MASCULINO","PARDA","2020"
11113,"PP","MASCULINO","PRETA","2020"
20858,"PSC","MASCULINO","PARDA","2020"
36136,"PTC","MASCULINO","PARDA","2020"
10124,"REPUBLICANOS","MASCULINO","PARDA","2020"
14015,"PTB","MASCULINO","PRETA","2020"
19021,"PODE","MASCULINO","PARDA","2020"
10000,"REPUBLICANOS","MASCULINO","BRANCA","2020"
51038,"PATRIOTA","MASCULINO","PARDA","2020"
77145,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
51511,"PATRIOTA","MASCULINO","PARDA","2020"
36035,"PTC","MASCULINO","PRETA","2020"
23123,"CIDADANIA","MASCULINO","PRETA","2020"
11140,"PP","MASCULINO","PARDA","2020"
25001,"DEM","MASCULINO","BRANCA","2020"
77122,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
25700,"DEM","MASCULINO","BRANCA","2020"
20225,"PSC","MASCULINO","PRETA","2020"
51212,"PATRIOTA","MASCULINO","PRETA","2020"
51055,"PATRIOTA","MASCULINO","PARDA","2020"
36228,"PTC","MASCULINO","PARDA","2020"
11234,"PP","MASCULINO","PARDA","2020"
36030,"PTC","MASCULINO","PRETA","2020"
43190,"PV","MASCULINO","PARDA","2020"
19025,"PODE","MASCULINO","PARDA","2020"
36037,"PTC","MASCULINO","PARDA","2020"
13019,"PT","MASCULINO","PRETA","2020"
36212,"PTC","MASCULINO","BRANCA","2020"
36234,"PTC","MASCULINO","PARDA","2020"
33555,"PMN","MASCULINO","PARDA","2020"
55024,"PSD","MASCULINO","PRETA","2020"
12888,"PDT","MASCULINO","PARDA","2020"
14133,"PTB","MASCULINO","PARDA","2020"
13613,"PT","MASCULINO","PRETA","2020"
13610,"PT","MASCULINO","PRETA","2020"
90111,"PROS","MASCULINO","PRETA","2020"
13031,"PT","MASCULINO","PRETA","2020"
19208,"PODE","MASCULINO","PARDA","2020"
90888,"PROS","MASCULINO","BRANCA","2020"
14024,"PTB","MASCULINO","PRETA","2020"
25133,"DEM","MASCULINO","PARDA","2020"
12001,"PDT","MASCULINO","PARDA","2020"
33007,"PMN","MASCULINO","PARDA","2020"
55707,"PSD","MASCULINO","PRETA","2020"
43420,"PV","MASCULINO","PARDA","2020"
14555,"PTB","MASCULINO","PRETA","2020"
14800,"PTB","MASCULINO","PARDA","2020"
65888,"PC do B","MASCULINO","PARDA","2020"
15888,"MDB","MASCULINO","PRETA","2020"
17711,"PSL","MASCULINO","NÃO INFORMADO","2020"
15180,"MDB","MASCULINO","BRANCA","2020"
90190,"PROS","MASCULINO","BRANCA","2020"
13044,"PT","MASCULINO","PRETA","2020"
40420,"PSB","MASCULINO","PRETA","2020"
70190,"AVANTE","MASCULINO","PARDA","2020"
45677,"PSDB","MASCULINO","PRETA","2020"
51333,"PATRIOTA","MASCULINO","PARDA","2020"
19111,"PODE","MASCULINO","PRETA","2020"
25500,"DEM","MASCULINO","PARDA","2020"
43432,"PV","MASCULINO","BRANCA","2020"
27040,"DC","MASCULINO","PARDA","2020"
27111,"DC","MASCULINO","PRETA","2020"
17888,"PSL","MASCULINO","NÃO INFORMADO","2020"
65234,"PC do B","MASCULINO","PRETA","2020"
33303,"PMN","MASCULINO","PRETA","2020"
51800,"PATRIOTA","MASCULINO","PARDA","2020"
30777,"NOVO","MASCULINO","BRANCA","2020"
40055,"PSB","MASCULINO","PRETA","2020"
17020,"PSL","MASCULINO","PARDA","2020"
90028,"PROS","MASCULINO","BRANCA","2020"
20333,"PSC","MASCULINO","PRETA","2020"
40987,"PSB","MASCULINO","PRETA","2020"
77040,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
12000,"PDT","MASCULINO","PARDA","2020"
22567,"PL","MASCULINO","PARDA","2020"
70123,"AVANTE","MASCULINO","PRETA","2020"
10479,"REPUBLICANOS","MASCULINO","PRETA","2020"
19124,"PODE","MASCULINO","PRETA","2020"
19164,"PODE","MASCULINO","PARDA","2020"
43121,"PV","MASCULINO","PARDA","2020"
45199,"PSDB","MASCULINO","BRANCA","2020"
30030,"NOVO","MASCULINO","PARDA","2020"
15070,"MDB","MASCULINO","PRETA","2020"
11200,"PP","MASCULINO","PRETA","2020"
19024,"PODE","MASCULINO","PRETA","2020"
13013,"PT","MASCULINO","PRETA","2020"
14014,"PTB","MASCULINO","PARDA","2020"
36777,"PTC","MASCULINO","PARDA","2020"
12700,"PDT","MASCULINO","PRETA","2020"
17435,"PSL","MASCULINO","BRANCA","2020"
55100,"PSD","MASCULINO","PRETA","2020"
20570,"PSC","MASCULINO","PRETA","2020"
20274,"PSC","MASCULINO","PRETA","2020"
13151,"PT","MASCULINO","PRETA","2020"
45022,"PSDB","MASCULINO","PRETA","2020"
70224,"AVANTE","MASCULINO","PRETA","2020"
13777,"PT","MASCULINO","PRETA","2020"
18667,"REDE","MASCULINO","PRETA","2020"
65006,"PC do B","MASCULINO","PRETA","2020"
70667,"AVANTE","MASCULINO","PARDA","2020"
11177,"PP","MASCULINO","PARDA","2020"
19017,"PODE","MASCULINO","PRETA","2020"
45600,"PSDB","MASCULINO","PRETA","2020"
51111,"PATRIOTA","MASCULINO","PARDA","2020"
77870,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
15222,"MDB","MASCULINO","BRANCA","2020"
20444,"PSC","MASCULINO","PRETA","2020"
77157,"SOLIDARIEDADE","MASCULINO","PRETA","2020"
10121,"REPUBLICANOS","MASCULINO","PRETA","2020"
13888,"PT","MASCULINO","PRETA","2020"
55222,"PSD","MASCULINO","PRETA","2020"
23230,"CIDADANIA","MASCULINO","PRETA","2020"
14196,"PTB","MASCULINO","PRETA","2020"
33333,"PMN","MASCULINO","PARDA","2020"
33456,"PMN","MASCULINO","PRETA","2020"
77800,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
10013,"REPUBLICANOS","MASCULINO","PRETA","2020"
40040,"PSB","MASCULINO","PARDA","2020"
45999,"PSDB","MASCULINO","PARDA","2020"
23999,"CIDADANIA","MASCULINO","PRETA","2020"
51344,"PATRIOTA","MASCULINO","PARDA","2020"
17007,"PSL","MASCULINO","BRANCA","2020"
23175,"CIDADANIA","MASCULINO","PRETA","2020"
36999,"PTC","MASCULINO","PARDA","2020"
28033,"PRTB","MASCULINO","PARDA","2020"
12029,"PDT","MASCULINO","BRANCA","2020"
19009,"PODE","MASCULINO","PRETA","2020"
36700,"PTC","MASCULINO","PARDA","2020"
33144,"PMN","MASCULINO","PARDA","2020"
20123,"PSC","MASCULINO","PRETA","2020"
17555,"PSL","MASCULINO","BRANCA","2020"
27222,"DC","MASCULINO","PARDA","2020"
45800,"PSDB","MASCULINO","PRETA","2020"
19766,"PODE","MASCULINO","PRETA","2020"
14007,"PTB","MASCULINO","PARDA","2020"
17833,"PSL","MASCULINO","NÃO INFORMADO","2020"
70321,"AVANTE","MASCULINO","PRETA","2020"
33030,"PMN","MASCULINO","PRETA","2020"
13400,"PT","MASCULINO","PRETA","2020"
50874,"PSOL","MASCULINO","PRETA","2020"
55456,"PSD","MASCULINO","PARDA","2020"
11321,"PP","MASCULINO","PRETA","2020"
20620,"PSC","MASCULINO","PARDA","2020"
10866,"REPUBLICANOS","MASCULINO","PARDA","2020"
18555,"REDE","MASCULINO","PRETA","2020"
11555,"PP","MASCULINO","PARDA","2020"
51190,"PATRIOTA","MASCULINO","PARDA","2020"
65111,"PC do B","MASCULINO","PRETA","2020"
25284,"DEM","MASCULINO","PARDA","2020"
27727,"DC","MASCULINO","PARDA","2020"
13138,"PT","MASCULINO","BRANCA","2020"
20440,"PSC","MASCULINO","PARDA","2020"
77766,"SOLIDARIEDADE","MASCULINO","PRETA","2020"
17456,"PSL","MASCULINO","NÃO INFORMADO","2020"
12220,"PDT","MASCULINO","PARDA","2020"
12040,"PDT","MASCULINO","PARDA","2020"
13123,"PT","MASCULINO","PRETA","2020"
11007,"PP","MASCULINO","PARDA","2020"
77666,"SOLIDARIEDADE","MASCULINO","PRETA","2020"
28999,"PRTB","MASCULINO","BRANCA","2020"
20220,"PSC","MASCULINO","PARDA","2020"
22233,"PL","MASCULINO","BRANCA","2020"
45031,"PSDB","MASCULINO","BRANCA","2020"
40111,"PSB","MASCULINO","PARDA","2020"
33100,"PMN","MASCULINO","PRETA","2020"
77797,"SOLIDARIEDADE","MASCULINO","PARDA","2020"
25626,"DEM","MASCULINO","PRETA","2020"
17777,"PSL","MASCULINO","BRANCA","2020"
90777,"PROS","MASCULINO","BRANCA","2020"
43180,"PV","MASCULINO","BRANCA","2020"
20122,"PSC","MASCULINO","PARDA","2020"
33124,"PMN","MASCULINO","PRETA","2020"
51380,"PATRIOTA","MASCULINO","PARDA","2020"
17100,"PSL","MASCULINO","NÃO INFORMADO","2020"
33044,"PMN","MASCULINO","NÃO INFORMADO","2020"
45700,"PSDB","MASCULINO","BRANCA","2020"
90192,"PROS","MASCULINO","PARDA","2020"
17890,"PSL","MASCULINO","NÃO INFORMADO","2020"
45006,"PSDB","MASCULINO","BRANCA","2020"
25321,"DEM","MASCULINO","BRANCA","2020"
15000,"MDB","MASCULINO","PARDA","2020"
70768,"AVANTE","MASCULINO","PARDA","2020"
70678,"AVANTE","MASCULINO","PRETA","2020"
19679,"PODE","MASCULINO","PARDA","2020"
27024,"DC","MASCULINO","PARDA","2020"
25481,"DEM","MASCULINO","BRANCA","2020"
15788,"MDB","MASCULINO","PARDA","2020"
90765,"PROS","MASCULINO","PRETA","2020"
15777,"MDB","MASCULINO","PARDA","2020"
65555,"PC do B","MASCULINO","BRANCA","2020"
33150,"PMN","MASCULINO","PARDA","2020"
51011,"PATRIOTA","MASCULINO","PRETA","2020"
23333,"CIDADANIA","MASCULINO","PARDA","2020"
19013,"PODE","MASCULINO","PRETA","2020"
33699,"PMN","MASCULINO","PARDA","2020"
36358,"PTC","MASCULINO","PRETA","2020"
22522,"PL","MASCULINO","PRETA","2020"
18123,"REDE","MASCULINO","PRETA","2020"
27123,"DC","MASCULINO","PARDA","2020"
22777,"PL","MASCULINO","PARDA","2020"
20201,"PSC","MASCULINO","PRETA","2020"
20322,"PSC","MASCULINO","PARDA","2020"
19064,"PODE","MASCULINO","PARDA","2020"
17017,"PSL","MASCULINO","BRANCA","2020"
43125,"PV","MASCULINO","PRETA","2020"
43338,"PV","MASCULINO","PARDA","2020"
